new-run
10,-2.0999999999999974,4
10,-1.649999999999998,4
10,-1.6,4
10,-1.8499999999999985,4
10,-1.6499999999999986,4
10,-1.7999999999999983,4
10,-1.7999999999999985,4
10,-1.2999999999999992,4
10,-1.7499999999999987,4
10,-1.8999999999999981,4
10,-1.599999999999999,4
10,-1.7499999999999982,4
10,-1.749999999999999,4
10,-1.6999999999999997,4
10,-1.899999999999998,4
10,-1.7999999999999983,4
10,-1.5999999999999996,4
10,-1.5999999999999996,4
10,-1.649999999999999,4
10,-1.5999999999999985,4
10,-1.7999999999999985,4
10,-1.9499999999999982,4
10,-2.099999999999997,4
10,-1.7499999999999982,4
10,-1.8499999999999985,4
10,-1.749999999999999,4
10,-1.7499999999999982,4
10,-1.8499999999999985,4
10,-1.6999999999999988,4
10,-1.65,4
10,-1.699999999999998,4
10,-1.8499999999999985,4
10,-1.8499999999999974,4
10,-1.7499999999999987,4
10,-1.749999999999999,4
10,-1.6499999999999992,4
10,-1.6499999999999992,4
10,-1.7499999999999987,4
10,-1.799999999999999,4
10,-1.7499999999999982,4
10,-1.5999999999999992,4
10,-1.7499999999999987,4
10,-1.9499999999999986,4
10,-1.6999999999999982,4
10,-1.6999999999999982,4
10,-1.6499999999999997,4
10,-1.6999999999999986,4
10,-1.599999999999998,4
10,-1.599999999999999,4
10,-1.6499999999999986,4
10,-1.7999999999999976,4
10,-1.7999999999999978,4
10,-1.6499999999999986,4
10,-1.8499999999999985,4
10,-1.7499999999999987,4
10,-1.8999999999999981,4
10,-1.9499999999999968,4
10,-1.8499999999999985,4
10,-1.799999999999999,4
10,-1.8999999999999981,4
10,-1.749999999999999,4
10,-1.7499999999999987,4
10,-1.5499999999999996,4
10,-1.6999999999999993,4
10,-1.7499999999999993,4
10,-1.6499999999999992,4
10,-1.7499999999999987,4
10,-1.6499999999999997,4
10,-1.6499999999999986,4
10,-1.5999999999999992,4
10,-1.799999999999999,4
10,-1.8999999999999975,4
10,-1.8999999999999986,4
10,-1.7999999999999983,4
10,-1.7999999999999985,4
10,-1.5499999999999985,4
10,-1.6999999999999993,4
10,-1.6999999999999982,4
10,-1.6499999999999997,4
10,-1.4999999999999987,4
10,-1.8499999999999983,4
10,-1.899999999999998,4
